,Unnamed: 0,rank,name,headquarter,category,description,link,year
37,37,38,GUURU Solutions AG,Zürich,ICT,Customer Service. Automated and with human touch,https://www.top100startups.swiss/guuru,2018
38,38,39,Chimpy AG,Zürich,Cleantech,Convenient recharging on the go,https://www.top100startups.swiss/Chimpy,2018
39,39,40,PriceHubble AG,Zürich,Proptech,Big data and artificial intelligence for real estate markets,https://www.top100startups.swiss/PriceHubble,2018
40,40,41,Pregnolia AG,Schlieren,Medtech,Predicting the risk of premature birth,https://www.top100startups.swiss/Pregnolia,2018
41,41,42,Inositec AG,Zurich,Biotech,Developing small molecules to address unmet medical needs,https://www.top100startups.swiss/Inositec,2018
42,42,43,H55 AG,Sion,Engineering,Electric propulsion technologies,https://www.top100startups.swiss/H55,2018
43,43,44,PharmaBiome AG,Zürich,Biotech,Next Generation Microbiome Therapies,https://www.top100startups.swiss/PharmaBiome,2018
44,44,45,Leman Micro Devices SA,Lausanne,Engineering,Medically accurate health sensing for all mobile devices,https://www.top100startups.swiss/Leman,2018
45,45,46,Daedalean AG,Zürich,Robotics,Autonomous flight control for the electric personal aircraft,https://www.top100startups.swiss/Daedalean,2018
46,46,47,Avrios International AG,Zürich,ICT,We make mobility work for business,https://www.top100startups.swiss/Avrios,2018
47,47,48,Cellestia Biotech AG,Basel,Biotech,Developing First-in-Class therapies for cancer and AIIDs.,https://www.top100startups.swiss/Cellestia,2018
48,48,49,RealLook AG (Selfnation),Zürich,ICT,Perfectly fitting trousers,https://www.top100startups.swiss/selfnation,2018
49,49,50,VIU VENTURES AG,Zürich,ICT,Challenging the established rules in the eyewear industry,https://www.top100startups.swiss/VIUVentures,2018
50,50,51,GRZ Technologies AG,Grolley,Cleantech,Metal hydride hydrogen storage solution,https://www.top100startups.swiss/GRZ,2018
51,51,52,Astrocast SA,Chavannes-près-Renens,Engineering,Astrocast is a global nano-satellite IoT network,https://www.top100startups.swiss/Astrocast,2018
52,52,53,Farmy AG,Zürich,Foodtech,The online shop for regional and biological farming goods,https://www.top100startups.swiss/Farmy,2018
53,53,54,ANYbotics AG,Zürich,Robotics,Autonomous robots for industrial inspection,https://www.top100startups.swiss/ANYbotics,2018
54,54,55,Elthera AG,Schlieren,Biotech,Tailored cancer therapies,https://www.top100startups.swiss/Elthera,2018
55,55,56,Frontify AG,St. Gallen,ICT,The platform for building powerful brand experience,https://www.top100startups.swiss/Frontify,2018
56,56,57,Loanboox GmbH,Zürich,Fintech,European debt capital market platform,https://www.top100startups.swiss/Loanboox,2018
57,57,58,Nomoko AG,Zurich,ICT,Creating a digital twin of the world,https://www.top100startups.swiss/Nomoko,2018
58,58,59,Equippo AG,Zug,ICT,"Next-generation, full-service marketplace for equipment",https://www.top100startups.swiss/Equippo,2018
59,59,60,Carvolution AG,Bannwil,ICT,Car Subscription Model for Switzerland,https://www.top100startups.swiss/Carvolution,2018
60,60,61,Mirrakoi SA,Lausanne,Medtech,3D models straight from medical images.,https://www.top100startups.swiss/Mirrakoi,2018
61,61,62,GratXray AG,Villigen,Medtech,Painless and precise breast cancer imaging,https://www.top100startups.swiss/GratXray,2018
62,62,63,CLEVERDIST SA,Plan-les-Ouates,ICT,Design and integration of large control systems,https://www.top100startups.swiss/CLEVERDIST,2018
63,63,64,Vanguard Internet SA (Batmaid),Lausanne,ICT,The first vertical marketplace for home and office services in Switzerland,https://www.top100startups.swiss/Batmaid,2018
64,64,65,Apiax AG,Zürich,Fintech,Removing barriers with embedded compliance,https://www.top100startups.swiss/Apiax,2018
65,65,66,Melonport AG,Walchwil,Fintech,Blockchain software for asset management,https://www.top100startups.swiss/Melonport,2018
66,66,67,CyanoGuard AG,Waedenswil,Engineering,Disrupting the global mining industry,https://www.top100startups.swiss/CyanoGuard,2018
67,67,68,Dotphoton AG,Zug,ICT,Reliable image data for critical applications and AI,https://www.top100startups.swiss/Dotphoton,2018
68,68,69,Skypull SA,Dino-Lugano,Cleantech,Globally scalable renewable wind energy with tethered hybrid,https://www.top100startups.swiss/Skypull,2018
69,69,70,Komed Health AG,Zürich,ICT,"""slack"" for healthcare",https://www.top100startups.swiss/Komedhealth,2018
70,70,71,Nanoleq AG,Rümlang,Engineering,The future of health-monitoring textiles,https://www.top100startups.swiss/Nanoleq,2018
71,71,72,Comphya SA,Lausanne,Medtech,First neurostimulator to treat erectile dysfunction,https://www.top100startups.swiss/Comphya,2018
72,72,73,Crypto Finance AG,Zug,Fintech,Transforming financial services,https://www.top100startups.swiss/CryptoFinance,2018
73,73,74,Zippsafe AG ,Glattbrugg,Engineering,Space-efficient and smart staff locker technology,https://www.top100startups.swiss/Zippsafe,2018
74,74,75,SONECT AG,Zürich,Fintech,"Through Sonect, every store becomes an ATM",https://www.top100startups.swiss/SONECT,2018
75,75,76,LIGENTEC SA,Ecublens,Engineering,Photonic Integrated Circuits (PIC) in high-tech,https://www.top100startups.swiss/LiGenTec,2018
76,76,77,Coat-X AG,La Chaux-de-Fonds,Medtech,Innovative encapsulation technology,https://www.top100startups.swiss/Coat-X,2018
77,77,78,IRsweep AG,Stäfa,Biotech,Optical gas sensing,https://www.top100startups.swiss/IRsweep,2018
78,78,79,Embotech AG,Zurich,ICT,Empowering Autonomous Systems to Make Better Decisions,https://www.top100startups.swiss/embotech,2018
79,79,80,Nanogence SA ,Lausanne ,Cleantech,Creating material solutions for a sustainable world,https://www.top100startups.swiss/Nanogence,2018
80,80,81,INVOLI SA,Renens,ICT,Enabling the safe integration of drones into the airspace,https://www.top100startups.swiss/INVOLI,2018
81,81,82,Ledgy AG,Zurich,Fintech,Your equity set for growth,https://www.top100startups.swiss/Ledgy,2018
82,82,83,CARU AG,Zurich,Medtech,Empowering older adults to age in place,https://www.top100startups.swiss/CARU,2018
83,83,84,RetinAI Medical AG,Bern,Medtech,We enable the right decisions sooner in healthcare,https://www.top100startups.swiss/RetinAI,2018
84,84,85,Futurae Technologies AG,Zurich,Security,Secure Authentication for users has never been easier,https://www.top100startups.swiss/Futurae,2018
85,85,86,OneVisage SA,Lausanne,Security,Sensitive Data Requires Premium Protection,https://www.top100startups.swiss/OneVisage,2018
86,86,87,Gnubiotics Sciences SA,Epalinges,Biotech,Biosimilar oligosaccharides to restore microbiome diversity,https://www.top100startups.swiss/Gnubiotics,2018
87,87,88,Legal Technology Switzerland AG (Proxeus),Zug,ICT,We create an interface allowing users to easily create their own decentralized applications on the blockchain,https://www.top100startups.swiss/LegalHub,2018
88,88,89,InterAx Biotech AG,Villigen,Biotech,Reinventing GPCR drug discovery,https://www.top100startups.swiss/InterAx,2018
89,89,90,Olympe SA,Lausanne,ICT,The best composition platform in the market,https://www.top100startups.swiss/Olympe,2018
90,90,91,TwentyGreen AG,Lucerne,Biotech,Next-Generation Probiotic 10x better protection,https://www.top100startups.swiss/TwentyGreen,2018
91,91,92,Topadur Pharma AG,Schlieren,Biotech,Disruptive drugs for aging diseases,https://www.top100startups.swiss/Topadur,2018
92,92,93,Global Impact Finance SA (Monito),Lausanne,ICT,Comparing the rates of money transfer operators and banks,https://www.top100startups.swiss/Monito,2018
93,93,94,Insightness AG ,Zürich,Engineering,Novel camera chips for interactive devices,https://www.top100startups.swiss/Insightness,2018
94,94,95,Xsensio SA ,Lausanne,Medtech,Lab-on-Skin(TM) sensing platform,https://www.top100startups.swiss/Xsensio,2018
95,95,96,Volumina Medical SA,Epalinges,Medtech,Dynamic biomaterials for reconstructive and plastic surgery,https://www.top100startups.swiss/Volumina,2018
96,96,97,IDUN Technologies AG,Opfikon,Medtech,Enabling the Internet of Humans,https://www.top100startups.swiss/IDUN,2018
97,97,98,UrbanAlps AG,Zürich,Engineering,Stealth Key: world's first 3D metal printed key,https://www.top100startups.swiss/UrbanAlps,2018
98,98,99,Verity AG,Zürich,Robotics,Autonomous indoor drone systems,https://www.top100startups.swiss/Verity,2018
99,99,100,Inofea AG,Muttenz,Biotech,Empowered therapeutic enzymes,https://www.top100startups.swiss/Inofea,2018
0,0,1,Ava AG,Zürich,Medtech,Ovulation tracking bracelet,https://www.top100startups.swiss/Ava,2017
1,1,2,L.E.S.S. SA,Renens,Cleantech,Nano active fiber lighting systems,https://www.top100startups.swiss/LESS,2017
2,2,3,Flyability SA,Paudex,Robotics,Drone-based inspection solutions,https://www.top100startups.swiss/Flyability,2017
3,3,4,bexio AG  ,Rapperswil,Fintech,Business software for SMEs,https://www.top100startups.swiss/Bexio,2017
4,4,5,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2017
5,5,6,Gamaya SA,Morges,Robotics,Digital agronomy solutions for large farming businesses,https://www.top100startups.swiss/Gamaya,2017
6,6,7,Bestmile SA,Lausanne,ICT,Fleet automation platform,https://www.top100startups.swiss/Bestmile,2017
7,7,8,Beekeeper AG,Zürich,ICT,Empowering entire workforces,https://www.top100startups.swiss/Beekeeper,2017
8,8,9,Lunaphore Technologies SA,Tolochenaz,Medtech,Tumor analysis platform,https://www.top100startups.swiss/Lunaphore,2017
9,9,10,Advanon AG ,Zürich,Fintech,Disrupting the invoicing market,https://www.top100startups.swiss/Advanon,2017
10,10,11,Versantis AG,Zürich,Biotech,Conquer liver diseases and saves lives,https://www.top100startups.swiss/Versantis,2017
11,11,12,RealLook AG (Selfnation),Zürich,ICT,Perfectly fitting trousers,https://www.top100startups.swiss/selfnation,2017
12,12,13,OrbiWise SA,Plan-Les-Ouates,ICT,Full solutions for the internet of things,https://www.top100startups.swiss/OrbiWise,2017
13,13,14,Amal Therapeutics SA ,Genève,Biotech,Cancer vaccines,https://www.top100startups.swiss/Amal,2017
14,14,15,Teralytics AG,Zürich,ICT,Turning complex data into valuable information,https://www.top100startups.swiss/Teralytics,2017
15,15,16,Wingtra AG,Zürich,Robotics,"Fly like an airplane, take-off and land like a helicopter",https://www.top100startups.swiss/Wingtra,2017
16,16,17,TwentyGreen AG,Lucerne,Biotech,Next-Generation Probiotic 10x better protection,https://www.top100startups.swiss/TwentyGreen,2017
17,17,18,Insolight SA,Renens,Cleantech,Solar modules designed for agrivoltaics,https://www.top100startups.swiss/Insolight,2017
18,18,19,Farmy AG,Zürich,Foodtech,The online shop for regional and biological farming goods,https://www.top100startups.swiss/Farmy,2017
19,19,20,Crispr Therapeutics AG,Basel,Biotech,Developing cures for serious human genetic diseases,https://www.top100startups.swiss/Crispr,2017
20,20,21,depsys SA,Puidoux,Cleantech,Energy network optimization platform,https://www.top100startups.swiss/depsys,2017
21,21,22,CleanGreens Solutions SA,Molondin,Foodtech,Innovative farming solutions,https://www.top100startups.swiss/CleanGreens,2017
22,22,23,VIU VENTURES AG,Zürich,ICT,Challenging the established rules in the eyewear industry,https://www.top100startups.swiss/VIUVentures,2017
23,23,24,ScanTrust SA,Lausanne,ICT,Protection from counterfeiting,https://www.top100startups.swiss/ScanTrust,2017
24,24,25,Nomoko AG,Zurich,ICT,Creating a digital twin of the world,https://www.top100startups.swiss/Nomoko,2017
25,25,26,CreditGate24 AG,Zurich,Fintech,The leading Swiss P2P lending platform,https://www.top100startups.swiss/CreditGate24,2017
26,26,27,CodeCheck AG,Zürich,ICT,Shopping assistant for a conscious lifestyle,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7520,2017
27,27,28,Memo Therapeutics AG,Schlieren,Biotech,Droplet microfluidics based single-cell technology platform,https://www.top100startups.swiss/MemoTherapeutics,2017
28,28,29,ONWARD Medical SA,Lausanne,Biotech,Enabling nervous system rewiring,https://www.top100startups.swiss/Onward,2017
29,29,30,Fashwell AG ,Zürich,ICT,AI image recognition software,https://www.top100startups.swiss/Fashwell,2017
30,30,31,Proton SA,Plan-les-Ouates,Security,Secure e-mail,https://www.top100startups.swiss/Proton,2017
31,31,32,Peripal AG,Zürich,Medtech,Patient connection device for home dialysis,https://www.top100startups.swiss/Peripal,2017
32,32,33,Distalmotion SA,Epalinges,Medtech,Making Sense of Robotic Surgery,https://www.top100startups.swiss/DistalMotion,2017
33,33,34,CUTISS AG,Schlieren,Biotech,Personalized skin,https://www.top100startups.swiss/CUTISS,2017
34,34,35,Insightness AG ,Zürich,Engineering,Novel camera chips for interactive devices,https://www.top100startups.swiss/Insightness,2017
35,35,36,Cellestia Biotech AG,Basel,Biotech,Developing First-in-Class therapies for cancer and AIIDs.,https://www.top100startups.swiss/Cellestia,2017
36,36,37,Nezasa AG,Zürich,ICT,Technology solutions for the travel trade,https://www.top100startups.swiss/Nezasa,2017
37,37,38,Biowatch,Lausanne,Engineering,A wearable biometric technology as an alternative solution to current authentication methods,https://www.top100startups.swiss/Biowatch,2017
38,38,39,Archilogic AG,Zürich,Proptech,Understanding environments,https://www.top100startups.swiss/Archilogic,2017
39,39,40,Glycemicon AG,Brugg,Biotech,Managing blood glucose levels,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498,2017
40,40,41,Xsensio SA ,Lausanne,Medtech,Lab-on-Skin(TM) sensing platform,https://www.top100startups.swiss/Xsensio,2017
41,41,42,AKSELOS SA,Lausanne,ICT,Simulation technology to protect critical structures,https://www.top100startups.swiss/AKSELOS,2017
42,42,43,T3 Pharmaceuticals AG,Allschwil,Biotech,Developing the next generation bacterial cancer therapy,https://www.top100startups.swiss/T3,2017
43,43,44,Contovista AG ,Schlieren,Fintech,Data driven banking,https://www.top100startups.swiss/Contovista,2017
44,44,45,Leman Micro Devices SA,Lausanne,Engineering,Medically accurate health sensing for all mobile devices,https://www.top100startups.swiss/Leman,2017
45,45,46,Polyneuron Pharmaceuticals AG,Basel,Biotech,New drug class for the treatment of autoimmune diseases,https://www.top100startups.swiss/Polyneuron,2017
46,46,47,Diviac AG ,Zurich,ICT,Diviac is the Booking.com of scuba diving.,https://www.top100startups.swiss/Diviac,2017
47,47,48,Bluebox Shop AG (Amorana.ch),Glattbrugg,ICT,Swiss online shop for erotic and lifestyle products,https://www.top100startups.swiss/amorana,2017
48,48,49,Chimpy AG,Zürich,Cleantech,Convenient recharging on the go,https://www.top100startups.swiss/Chimpy,2017
49,49,50,ShoeSize.Me AG,Olten,ICT,"Boost your footwear sales with innovative, guided-selling AI",https://www.top100startups.swiss/ShoeSizeMe,2017
50,50,51,BeeHelpful SA,Lugano,Engineering,"Developing, producing and selling a new bee managing system",https://www.top100startups.swiss/BeeHelpful,2017
51,51,52,OneVisage SA,Lausanne,Security,Sensitive Data Requires Premium Protection,https://www.top100startups.swiss/OneVisage,2017
52,52,53,Perspective Robotics AG (Fotokite),San Francisco,Robotics,Real-time situational intelligence that helps save lives.,https://www.top100startups.swiss/Perspective,2017
53,53,54,Allthings Technologies AG,Basel,Proptech,Allthings: For a better life in buildings,https://www.top100startups.swiss/Allthings,2017
54,54,55,Goodwall SA,Genève,ICT,A professional development network for young talent,https://www.top100startups.swiss/Goodwall,2017
55,55,56,GRZ Technologies AG,Grolley,Cleantech,Metal hydride hydrogen storage solution,https://www.top100startups.swiss/GRZ,2017
56,56,57,Haelixa AG,Kemptthal,Biotech,Reliable product identification through DNA technology,https://www.top100startups.swiss/Haelixa,2017
57,57,58,Swiss Wood Solutions AG,Zürich,Cleantech,Innovative wood based products with added values,https://www.top100startups.swiss/Swisswoodsolutions,2017
58,58,59,Intento SA ,Lausanne,Medtech,Wearable solutions for the rehabilitation of paralyzed stroke patients,https://www.top100startups.swiss/Intento,2017
59,59,60,CLEVERDIST SA,Plan-les-Ouates,ICT,Design and integration of large control systems,https://www.top100startups.swiss/CLEVERDIST,2017
60,60,61,Nexxiot AG,Zürich,Engineering,enabler of the digitized supply chain,https://www.top100startups.swiss/Nexxiot,2017
61,61,62,Equippo AG,Zug,ICT,"Next-generation, full-service marketplace for equipment",https://www.top100startups.swiss/Equippo,2017
62,62,63,Nanolive SA,Ecublens,Medtech,Revolutionary tomographic microscope,https://www.top100startups.swiss/Nanolive,2017
63,63,64,1Drop Diagnostics Sàrl,Neuchâtel,Medtech,Saving lives through better and faster portable medical diagnostics,https://www.top100startups.swiss/1Drop,2017
64,64,65,InterAx Biotech AG,Villigen,Biotech,Reinventing GPCR drug discovery,https://www.top100startups.swiss/InterAx,2017
65,65,66,ROVENSO SA,Villaz-St-Pierre,Engineering,Agile robots for security and safety monitoring in industry,https://www.top100startups.swiss/ROVENSO,2017
66,66,67,TestingTime AG,Zürich,ICT,We recruit test users for user and market research,https://www.top100startups.swiss/TestingTime,2017
67,67,68,Inofea AG,Muttenz,Biotech,Empowered therapeutic enzymes,https://www.top100startups.swiss/Inofea,2017
68,68,69,felfel AG,Zürich,Foodtech,"Affordable, ultra-fresh food for employees",https://www.top100startups.swiss/felfel,2017
69,69,70,Synple Chem AG,Zurich,Biotech,Making synthesis of new molecules as easy as capsule coffee,https://www.top100startups.swiss/Synple,2017
70,70,71,Altoida AG,Luzern,Medtech,Join us on our noble mission to better brain health,https://www.top100startups.swiss/Altoida,2017
71,71,72,Inositec AG,Zurich,Biotech,Developing small molecules to address unmet medical needs,https://www.top100startups.swiss/Inositec,2017
72,72,73,AEROTAIN AG,Zürich,Robotics,We leverage live events with interactive and engaging flying experiences.,https://www.top100startups.swiss/AEROTAIN,2017
73,73,74,Relish Brothers AG,Sempach Station,Engineering,Swiss premium guitars,https://www.top100startups.swiss/Relish,2017
74,74,75,flatev AG,Zürich,Foodtech,Reinventing the Future of Snacks at the tip of a button,https://www.top100startups.swiss/flatev,2017
75,75,76,Perceptiko AG (CatchEye),Zürich,ICT,Making video calls more personal,https://www.top100startups.swiss/catcheye,2017
76,76,77,Gnubiotics Sciences SA,Epalinges,Biotech,Biosimilar oligosaccharides to restore microbiome diversity,https://www.top100startups.swiss/Gnubiotics,2017
77,77,78,MaxWell Biosystems AG,Zurich,Biotech,High-Content electrophysiology platforms,https://www.top100startups.swiss/MaxWell,2017
78,78,79,Artmyn SA,Belmont sur Lausanne,ICT,Setting new standards for the way fine art can be experience,https://www.top100startups.swiss/Artmyn,2017
79,79,80,Pregnolia AG,Schlieren,Medtech,Predicting the risk of premature birth,https://www.top100startups.swiss/Pregnolia,2017
80,80,81,Olympe SA,Lausanne,ICT,The best composition platform in the market,https://www.top100startups.swiss/Olympe,2017
81,81,82,Topadur Pharma AG,Schlieren,Biotech,Disruptive drugs for aging diseases,https://www.top100startups.swiss/Topadur,2017
82,82,83,Crowdhouse AG,Zürich,Proptech,"First real-estate platform, which enables everybody to invest in properties all over Switzerland",https://www.top100startups.swiss/Crowdhouse,2017
83,83,84,PharmaBiome AG,Zürich,Biotech,Next Generation Microbiome Therapies,https://www.top100startups.swiss/PharmaBiome,2017
84,84,85,IRsweep AG,Stäfa,Biotech,Optical gas sensing,https://www.top100startups.swiss/IRsweep,2017
85,85,86,rqmicro AG,Schlieren,Biotech,Ultra-rapid detection of pathogenic microorganisms,https://www.top100startups.swiss/rqmicro,2017
86,86,87,NBE-Therapeutics LLC ,Basel,Biotech,Antibody-based NBEs,https://www.top100startups.swiss/NBE-Therapeutics,2017
87,87,88,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2017
88,88,89,Vigilitech AG,Heiden,Biotech,Novel sensor technology to measure physiological signs,https://www.top100startups.swiss/Vigilitech,2017
89,89,90,Coat-X AG,La Chaux-de-Fonds,Medtech,Innovative encapsulation technology,https://www.top100startups.swiss/Coat-X,2017
90,90,91,xorlab AG,Zürich,Security,Redefining enterprise communication security,https://www.top100startups.swiss/xorlab,2017
91,91,92,Global Impact Finance SA (Monito),Lausanne,ICT,Comparing the rates of money transfer operators and banks,https://www.top100startups.swiss/Monito,2017
92,92,93,recapp IT AG,Visp,ICT,Spracherkennung in allen Schweizer Sprachen und Dialekten,https://www.top100startups.swiss/recapp,2017
93,93,94,SensArs Neuroprosthetics Sàrl,Lausanne,Medtech,High-selective nerve stimulators treating neuropathic pain,https://www.top100startups.swiss/SensArs,2017
94,94,95,Privately SA,Lausanne,ICT,End-to-end solution for protecting users’ private content shared digitally,https://www.top100startups.swiss/Privately,2017
95,95,96,DillySocks AG,Zürich,ICT,Online shop for colorful socks,https://www.top100startups.swiss/DillySocks,2017
96,96,97,imperix SA,Sion,Cleantech,Advanced power conversion solutions,https://www.top100startups.swiss/imperix,2017
97,97,98,Frontify AG,St. Gallen,ICT,The platform for building powerful brand experience,https://www.top100startups.swiss/Frontify,2017
98,98,99,Pryv SA,Lausanne,ICT,"Personal Data and Privacy, Managed.",https://www.top100startups.swiss/Pryv,2017
99,99,100,Piavita AG,Zürich,Medtech,Daily assistant for equine veterinarians,https://www.top100startups.swiss/Piavita,2017
0,0,1,L.E.S.S. SA,Renens,Cleantech,Nano active fiber lighting systems,https://www.top100startups.swiss/LESS,2016
1,1,2,Bcomp AG,Fribourg,Cleantech,Superior products from natural fibers,https://www.top100startups.swiss/Bcomp,2016
2,2,3,Knip AG ,"Zurich, Switzerland",Fintech,Online insurance management,https://www.top100startups.swiss/Knip,2016
3,3,4,Flyability SA,Paudex,Robotics,Drone-based inspection solutions,https://www.top100startups.swiss/Flyability,2016
4,4,5,Sophia Genetics SA,Saint Sulpice,Biotech,Democratizing Data-Driven Medicine,https://www.top100startups.swiss/Sophia,2016
5,5,6,Ava AG,Zürich,Medtech,Ovulation tracking bracelet,https://www.top100startups.swiss/Ava,2016
6,6,7,bexio AG  ,Rapperswil,Fintech,Business software for SMEs,https://www.top100startups.swiss/Bexio,2016
7,7,8,Amal Therapeutics SA ,Genève,Biotech,Cancer vaccines,https://www.top100startups.swiss/Amal,2016
8,8,9,Gamaya SA,Morges,Robotics,Digital agronomy solutions for large farming businesses,https://www.top100startups.swiss/Gamaya,2016
9,9,10,Lunaphore Technologies SA,Tolochenaz,Medtech,Tumor analysis platform,https://www.top100startups.swiss/Lunaphore,2016
10,10,11,VIU VENTURES AG,Zürich,ICT,Challenging the established rules in the eyewear industry,https://www.top100startups.swiss/VIUVentures,2016
11,11,12,MOVU AG ,Zürich,ICT,Finding the best moving and cleaning provider online,https://www.top100startups.swiss/MOVU,2016
12,12,13,Bestmile SA,Lausanne,ICT,Fleet automation platform,https://www.top100startups.swiss/Bestmile,2016
13,13,14,PIQUR Therapeutics AG,Basel,Biotech,Developing and commercializing personalized cancer medicines,https://www.top100startups.swiss/PIQUR,2016
14,14,15,Archilogic AG,Zürich,Proptech,Understanding environments,https://www.top100startups.swiss/Archilogic,2016
15,15,16,ONWARD Medical SA,Lausanne,Biotech,Enabling nervous system rewiring,https://www.top100startups.swiss/Onward,2016
16,16,17,RealLook AG (Selfnation),Zürich,ICT,Perfectly fitting trousers,https://www.top100startups.swiss/selfnation,2016
17,17,18,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2016
18,18,19,OrbiWise SA,Plan-Les-Ouates,ICT,Full solutions for the internet of things,https://www.top100startups.swiss/OrbiWise,2016
19,19,20,Glycemicon AG,Brugg,Biotech,Managing blood glucose levels,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498,2016
20,20,21,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2016
21,21,22,Polyneuron Pharmaceuticals AG,Basel,Biotech,New drug class for the treatment of autoimmune diseases,https://www.top100startups.swiss/Polyneuron,2016
22,22,23,Farmy AG,Zürich,Foodtech,The online shop for regional and biological farming goods,https://www.top100startups.swiss/Farmy,2016
23,23,24,Pregnolia AG,Schlieren,Medtech,Predicting the risk of premature birth,https://www.top100startups.swiss/Pregnolia,2016
24,24,25,Advanon AG ,Zürich,Fintech,Disrupting the invoicing market,https://www.top100startups.swiss/Advanon,2016
25,25,26,Teralytics AG,Zürich,ICT,Turning complex data into valuable information,https://www.top100startups.swiss/Teralytics,2016
26,26,27,Leman Micro Devices SA,Lausanne,Engineering,Medically accurate health sensing for all mobile devices,https://www.top100startups.swiss/Leman,2016
27,27,28,ecoRobotix SA,Yverdon-les-Bains,Engineering,Innovative solutions for sustainable agriculture,https://www.top100startups.swiss/ecoRobotix,2016
28,28,29,SWISSto12 SA,Renens,Engineering,Disruptive antenna systems for the telecoms industry.,https://www.top100startups.swiss/SWISSto12,2016
29,29,30,Nanolive SA,Ecublens,Medtech,Revolutionary tomographic microscope,https://www.top100startups.swiss/Nanolive,2016
30,30,31,Beekeeper AG,Zürich,ICT,Empowering entire workforces,https://www.top100startups.swiss/Beekeeper,2016
31,31,32,CodeCheck AG,Zürich,ICT,Shopping assistant for a conscious lifestyle,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7520,2016
32,32,33,FEMTOprint SA,Muzzano,Medtech,3D printing for glass microdevices,https://www.top100startups.swiss/FEMTOprint,2016
33,33,34,Memo Therapeutics AG,Basel,Biotech,Description,https://www.top100startups.swiss/Memo,2016
34,34,35,Wingtra AG,Zürich,Robotics,"Fly like an airplane, take-off and land like a helicopter",https://www.top100startups.swiss/Wingtra,2016
35,35,36,Versantis AG,Zürich,Biotech,Conquer liver diseases and saves lives,https://www.top100startups.swiss/Versantis,2016
36,36,37,rqmicro AG,Schlieren,Biotech,Ultra-rapid detection of pathogenic microorganisms,https://www.top100startups.swiss/rqmicro,2016
37,37,38,Chimpy AG,Zürich,Cleantech,Convenient recharging on the go,https://www.top100startups.swiss/Chimpy,2016
38,38,39,Distalmotion SA,Epalinges,Medtech,Making Sense of Robotic Surgery,https://www.top100startups.swiss/DistalMotion,2016
39,39,40,Nomoko AG,Zurich,ICT,Creating a digital twin of the world,https://www.top100startups.swiss/Nomoko,2016
40,40,41,CleanGreens Solutions SA,Molondin,Foodtech,Innovative farming solutions,https://www.top100startups.swiss/CleanGreens,2016
41,41,42,Fastree3D SA,Ecublens,Engineering,"The world’s fastest, safest, programmable imaging chip",https://www.top100startups.swiss/Fastree3D,2016
42,42,43,Equippo AG,Zug,ICT,"Next-generation, full-service marketplace for equipment",https://www.top100startups.swiss/Equippo,2016
43,43,44,Intento SA ,Lausanne,Medtech,Wearable solutions for the rehabilitation of paralyzed stroke patients,https://www.top100startups.swiss/Intento,2016
44,44,45,depsys SA,Puidoux,Cleantech,Energy network optimization platform,https://www.top100startups.swiss/depsys,2016
45,45,46,Proton SA,Plan-les-Ouates,Security,Secure e-mail,https://www.top100startups.swiss/Proton,2016
46,46,47,Contovista AG ,Schlieren,Fintech,Data driven banking,https://www.top100startups.swiss/Contovista,2016
47,47,48,Inositec AG,Zurich,Biotech,Developing small molecules to address unmet medical needs,https://www.top100startups.swiss/Inositec,2016
48,48,49,Securosys SA,Zürich,Security,Secure communication technologies and systems for commercial applications,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=8824,2016
49,49,50,xorlab AG,Zürich,Security,Redefining enterprise communication security,https://www.top100startups.swiss/xorlab,2016
50,50,51,PharmaBiome AG,Zürich,Biotech,Next Generation Microbiome Therapies,https://www.top100startups.swiss/PharmaBiome,2016
51,51,52,DomoHealth,Lausanne,ICT,End-to-end SaaS solution to monitor patient’s health at home,https://www.top100startups.swiss/DomoHealth,2016
52,52,53,NEEO AG ,Solothurn,Engineering,Smart Home. Simple.,https://www.top100startups.swiss/NEEO,2016
53,53,54,Geosatis SA,Le Noirmont,Engineering,GPS ankle bracelet,https://www.top100startups.swiss/Geosatis,2016
